,Product Name,Category,Product Feel,Product Fit,Product Function,Best Suited Activity,sku_orderInAvailabilityMap,Color,Best Suited Weather,sku_size
146,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",27,Mojave Tan,"Spring, Summer, Warm Weather",S
147,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",28,Mojave Tan,"Spring, Summer, Warm Weather",XL
148,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",25,Mojave Tan,"Spring, Summer, Warm Weather",L
149,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",29,Mojave Tan,"Spring, Summer, Warm Weather",XS
150,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",30,Mojave Tan,"Spring, Summer, Warm Weather",XXL
151,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",13,Compass Khaki,"Spring, Summer, Warm Weather",L
152,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",14,Compass Khaki,"Spring, Summer, Warm Weather",M
153,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",18,Compass Khaki,"Spring, Summer, Warm Weather",XXL
154,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",15,Compass Khaki,"Spring, Summer, Warm Weather",S
155,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",16,Compass Khaki,"Spring, Summer, Warm Weather",XL
156,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",17,Compass Khaki,"Spring, Summer, Warm Weather",XS
157,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",37,True Navy,"Spring, Summer, Warm Weather",L
158,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",38,True Navy,"Spring, Summer, Warm Weather",M
159,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",39,True Navy,"Spring, Summer, Warm Weather",S
160,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",40,True Navy,"Spring, Summer, Warm Weather",XL
161,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",41,True Navy,"Spring, Summer, Warm Weather",XS
162,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",42,True Navy,"Spring, Summer, Warm Weather",XXL
163,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",24,Cyber Violet,"Spring, Summer, Warm Weather",XXL
164,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",22,Cyber Violet,"Spring, Summer, Warm Weather",XL
165,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",23,Cyber Violet,"Spring, Summer, Warm Weather",XS
166,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",19,Cyber Violet,"Spring, Summer, Warm Weather",L
167,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",20,Cyber Violet,"Spring, Summer, Warm Weather",M
168,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",21,Cyber Violet,"Spring, Summer, Warm Weather",S
169,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",54,Sundance,"Spring, Summer, Warm Weather",XXL
170,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",53,Sundance,"Spring, Summer, Warm Weather",XS
171,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",51,Sundance,"Spring, Summer, Warm Weather",S
172,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",52,Sundance,"Spring, Summer, Warm Weather",XL
173,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",49,Sundance,"Spring, Summer, Warm Weather",L
174,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",50,Sundance,"Spring, Summer, Warm Weather",M
175,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",16,Black,"Spring, Summer, Warm Weather",XL
176,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",15,Black,"Spring, Summer, Warm Weather",S
177,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",14,Black,"Spring, Summer, Warm Weather",M
178,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",13,Black,"Spring, Summer, Warm Weather",L
179,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",30,Grey Sage,"Spring, Summer, Warm Weather",XXL
180,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",18,Black,"Spring, Summer, Warm Weather",XXL
181,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",17,Black,"Spring, Summer, Warm Weather",XS
182,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",8,Bold Beige,"Spring, Summer, Warm Weather",M
183,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",7,Bold Beige,"Spring, Summer, Warm Weather",L
184,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",10,Bold Beige,"Spring, Summer, Warm Weather",XL
185,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",9,Bold Beige,"Spring, Summer, Warm Weather",S
186,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",48,True Navy,"Spring, Summer, Warm Weather",XXL
187,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",47,True Navy,"Spring, Summer, Warm Weather",XS
188,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",46,True Navy,"Spring, Summer, Warm Weather",XL
189,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",45,True Navy,"Spring, Summer, Warm Weather",S
190,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",44,True Navy,"Spring, Summer, Warm Weather",M
191,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",43,True Navy,"Spring, Summer, Warm Weather",L
192,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",30,True Navy,"Spring, Summer, Warm Weather",XXL
193,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",29,True Navy,"Spring, Summer, Warm Weather",XS
194,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",28,True Navy,"Spring, Summer, Warm Weather",XL
195,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",27,True Navy,"Spring, Summer, Warm Weather",S
196,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",4,Belgian Blue,"Spring, Summer, Warm Weather",XL
197,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",6,Belgian Blue,"Spring, Summer, Warm Weather",XXL
198,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",5,Belgian Blue,"Spring, Summer, Warm Weather",XS
199,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",2,Belgian Blue,"Spring, Summer, Warm Weather",M
200,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",3,Belgian Blue,"Spring, Summer, Warm Weather",S
201,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",1,Belgian Blue,"Spring, Summer, Warm Weather",L
202,"Surge Short 5""",Shorts,,Classic Fit,,"training, yoga, running, workout",3,Black,"Spring, Summer, Fall, Winter",S
203,"Surge Short 5""",Shorts,,Classic Fit,,"training, yoga, running, workout",2,Black,"Spring, Summer, Fall, Winter",M
204,"Surge Short 5""",Shorts,,Classic Fit,,"training, yoga, running, workout",5,Black,"Spring, Summer, Fall, Winter",XS
205,"Surge Short 5""",Shorts,,Classic Fit,,"training, yoga, running, workout",4,Black,"Spring, Summer, Fall, Winter",XL
206,"Surge Short 5""",Shorts,,Classic Fit,,"training, yoga, running, workout",6,Black,"Spring, Summer, Fall, Winter",XXL
207,"Surge Short 5""",Shorts,,Classic Fit,,"training, yoga, running, workout",1,Black,"Spring, Summer, Fall, Winter",L
208,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",35,Rover,"Spring, Summer, Warm Weather",XS
209,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",36,Rover,"Spring, Summer, Warm Weather",XXL
210,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",31,Rover,"Spring, Summer, Warm Weather",L
211,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",32,Rover,"Spring, Summer, Warm Weather",M
212,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",33,Rover,"Spring, Summer, Warm Weather",S
213,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",34,Rover,"Spring, Summer, Warm Weather",XL
214,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",11,Black,"Spring, Summer, Warm Weather",XS
215,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",12,Black,"Spring, Summer, Warm Weather",XXL
216,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",9,Black,"Spring, Summer, Warm Weather",S
217,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",10,Black,"Spring, Summer, Warm Weather",XL
218,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",7,Black,"Spring, Summer, Warm Weather",L
219,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",8,Black,"Spring, Summer, Warm Weather",M
220,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",12,Bold Beige,"Spring, Summer, Warm Weather",XXL
221,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",11,Bold Beige,"Spring, Summer, Warm Weather",XS
222,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",26,True Navy,"Spring, Summer, Warm Weather",M
223,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",25,True Navy,"Spring, Summer, Warm Weather",L
224,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",28,Grey Sage,"Spring, Summer, Warm Weather",XL
225,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",48,White,"Spring, Summer, Warm Weather",XXL
226,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",27,Grey Sage,"Spring, Summer, Warm Weather",S
227,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",45,White,"Spring, Summer, Warm Weather",S
228,"Bowline Short 5"" *Stretch Ripstop",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","casual, On the Move",3,Digital Bloom Blur Multi,"Spring, Summer, Warm Weather",S
229,"Bowline Short 5"" *Stretch Ripstop",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","casual, On the Move",2,Digital Bloom Blur Multi,"Spring, Summer, Warm Weather",M
230,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",47,White,"Spring, Summer, Warm Weather",XS
231,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",46,White,"Spring, Summer, Warm Weather",XL
232,"Bowline Short 5"" *Stretch Ripstop",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","casual, On the Move",1,Digital Bloom Blur Multi,"Spring, Summer, Warm Weather",L
233,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",43,White,"Spring, Summer, Warm Weather",L
234,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",29,Grey Sage,"Spring, Summer, Warm Weather",XS
235,"Bowline Short 5"" *Stretch Ripstop",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","casual, On the Move",6,Digital Bloom Blur Multi,"Spring, Summer, Warm Weather",XXL
236,"Bowline Short 5"" *Stretch Ripstop",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","casual, On the Move",5,Digital Bloom Blur Multi,"Spring, Summer, Warm Weather",XS
237,"Bowline Short 8"" *Stretch Cotton VersaTwill",Shorts,"Cotton, VersaTwill, Twill",Classic Fit,"Anti Stink, Pocketed, Drawstring","On the Move, travel, casual",44,White,"Spring, Summer, Warm Weather",M
238,"Bowline Short 5"" *Stretch Ripstop",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","casual, On the Move",4,Digital Bloom Blur Multi,"Spring, Summer, Warm Weather",XL
239,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",26,Grey Sage,"Spring, Summer, Warm Weather",M
240,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",25,Grey Sage,"Spring, Summer, Warm Weather",L
241,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",23,Grape Thistle,"Spring, Summer, Warm Weather",XS
242,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",24,Grape Thistle,"Spring, Summer, Warm Weather",XXL
243,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",4,Offset Stripe Artifact Graphite Grey,"Spring, Summer, Warm Weather",XL
244,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",1,Offset Stripe Artifact Graphite Grey,"Spring, Summer, Warm Weather",S
245,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",3,Offset Stripe Artifact Graphite Grey,"Spring, Summer, Warm Weather",M
246,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",2,Offset Stripe Artifact Graphite Grey,"Spring, Summer, Warm Weather",L
247,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",22,Grape Thistle,"Spring, Summer, Warm Weather",XL
248,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",20,Grape Thistle,"Spring, Summer, Warm Weather",M
249,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",21,Grape Thistle,"Spring, Summer, Warm Weather",S
250,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",35,Hybrid Floral Tone Multi,"Spring, Summer, Warm Weather",XS
251,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",36,Hybrid Floral Tone Multi,"Spring, Summer, Warm Weather",XXL
252,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",19,Grape Thistle,"Spring, Summer, Warm Weather",L
253,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",5,Offset Stripe Artifact Graphite Grey,"Spring, Summer, Warm Weather",XXL
254,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",6,Offset Stripe Artifact Graphite Grey,"Spring, Summer, Warm Weather",XS
255,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",41,Rhino Grey,"Spring, Summer, Warm Weather",XS
256,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",18,Rhino Grey,"Spring, Summer, Warm Weather",XS
257,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",42,Rhino Grey,"Spring, Summer, Warm Weather",XXL
258,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",19,Rhino Grey,"Spring, Summer, Warm Weather",XXL
259,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",40,Rhino Grey,"Spring, Summer, Warm Weather",XL
260,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",17,Rhino Grey,"Spring, Summer, Warm Weather",XL
261,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",38,Rhino Grey,"Spring, Summer, Warm Weather",M
262,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",15,Rhino Grey,"Spring, Summer, Warm Weather",M
263,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",39,Rhino Grey,"Spring, Summer, Warm Weather",S
264,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",16,Rhino Grey,"Spring, Summer, Warm Weather",S
265,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",37,Rhino Grey,"Spring, Summer, Warm Weather",L
266,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",14,Rhino Grey,"Spring, Summer, Warm Weather",L
267,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",34,Hybrid Floral Tone Multi,"Spring, Summer, Warm Weather",XL
268,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",32,Hybrid Floral Tone Multi,"Spring, Summer, Warm Weather",M
269,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",33,Hybrid Floral Tone Multi,"Spring, Summer, Warm Weather",S
270,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",31,Hybrid Floral Tone Multi,"Spring, Summer, Warm Weather",L
271,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","casual, On the Move",2,Sheer Blue,"Spring, Summer, Warm Weather",M
272,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","casual, On the Move",1,Sheer Blue,"Spring, Summer, Warm Weather",L
273,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",13,Black,"Spring, Summer, Warm Weather",XXXL
274,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","casual, On the Move",5,Sheer Blue,"Spring, Summer, Warm Weather",XXL
275,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","casual, On the Move",4,Sheer Blue,"Spring, Summer, Warm Weather",XL
276,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","casual, On the Move",3,Sheer Blue,"Spring, Summer, Warm Weather",S
277,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",9,Black,"Spring, Summer, Warm Weather",S
278,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",8,Black,"Spring, Summer, Warm Weather",M
279,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",7,Black,"Spring, Summer, Warm Weather",L
280,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",12,Black,"Spring, Summer, Warm Weather",XXL
281,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",11,Black,"Spring, Summer, Warm Weather",XS
282,"Bowline Short 8"" *Stretch Ripstop",Shorts,"Warpstreme, Cotton, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",10,Black,"Spring, Summer, Warm Weather",XL
283,"Bowline Short 5""",Shorts,"Swift, Ripstop",Classic Fit,"Drawstring, Pocketed","On the Move, casual",3,Oasis Blue,"Spring, Summer, Warm Weather",S
